item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item35,item36,item37,item38,item39,item40,item41,item42,item43,item44,item45,item46,item47,item48,item49,item50,item51,item52,item53,item54,item55,item56,item57
2467,C,D,B,C,A,D,A,D,B,A,A,A,A,B,D,B,A,C,C,B,D,C,C,D,A,D,D,A,B,A,A,D,C,C,D,D,B,A,A,D,A,A,D,C,A,B,B,B,D,B,D,A,B,D,D,C,D
2468,B,C,B,D,D,A,D,D,B,B,B,B,A,B,D,C,A,D,D,B,A,D,A,A,C,D,A,C,C,B,D,C,C,B,D,D,B,B,A,D,D,D,A,C,A,A,C,C,B,D,D,C,D,B,B,C,D
2469,C,C,B,D,B,C,A,C,A,A,A,B,D,D,B,A,B,D,C,B,B,C,C,C,A,B,B,D,C,B,D,B,D,D,C,D,A,D,C,B,D,C,D,B,D,A,A,C,B,D,B,B,D,D,C,D,D
2470,C,D,A,D,D,C,C,D,B,A,B,A,C,B,C,D,B,D,A,A,C,C,B,C,A,B,D,A,A,B,C,B,C,C,C,D,D,D,C,D,B,D,B,C,C,C,B,C,C,A,B,B,D,B,A,A,A
2471,D,D,C,C,A,A,D,A,A,B,A,A,D,B,D,B,A,C,B,C,C,A,D,C,D,B,A,B,B,D,A,D,D,A,B,B,A,D,D,B,D,D,D,C,A,A,C,B,D,B,A,A,A,A,D,A,C
2472,C,A,A,B,C,C,A,A,B,A,C,B,C,B,D,B,D,D,B,C,D,A,B,D,A,D,B,A,B,B,C,C,D,A,B,D,D,A,C,A,A,D,C,D,B,D,A,D,B,D,A,A,D,B,B,B,B
2473,B,A,A,A,D,B,A,C,A,A,D,D,D,A,C,C,C,D,A,C,A,C,B,A,B,B,B,C,A,A,A,C,A,D,D,A,D,C,A,C,C,C,A,B,A,A,C,C,B,B,B,A,A,C,C,A,C
2474,C,C,C,A,B,A,B,D,A,B,A,B,C,B,B,C,A,C,B,B,B,A,C,D,B,B,B,C,C,C,B,B,C,B,B,A,B,D,B,A,C,D,A,A,B,C,B,C,A,D,A,A,D,D,B,B,B
2475,D,B,C,D,A,D,C,A,D,B,A,A,C,C,C,A,C,A,A,A,A,A,A,C,C,B,A,D,B,A,D,C,C,D,D,A,D,D,A,D,C,B,C,A,D,C,A,B,D,A,D,B,A,C,B,D,D
2476,A,A,C,C,A,A,B,B,B,C,C,D,C,D,A,C,C,A,B,B,B,C,A,C,D,A,B,B,B,D,B,A,D,C,C,B,D,B,A,A,D,A,A,B,D,C,B,B,D,B,B,B,A,D,B,C,A
2477,D,D,A,A,C,C,D,A,A,B,C,A,B,C,A,D,A,D,B,C,A,C,A,B,D,A,A,D,A,D,D,D,A,A,D,D,D,C,A,A,B,D,C,C,C,C,D,A,B,B,C,D,C,D,B,B,B
2478,A,A,D,D,B,C,A,A,D,B,A,D,A,A,B,C,C,C,D,D,B,A,D,A,C,C,D,C,D,C,C,A,A,B,A,A,C,B,A,D,A,B,B,A,C,C,A,A,A,A,D,D,C,A,C,A,C
2479,B,A,D,D,C,C,C,D,B,B,B,D,B,C,D,B,D,A,A,C,A,A,A,B,A,A,C,D,C,A,D,C,B,A,B,B,C,A,C,A,D,B,C,B,A,B,A,C,A,B,C,C,B,B,B,D,A
2480,B,D,A,B,A,D,D,D,C,D,D,B,A,A,A,B,D,B,C,C,A,A,D,D,D,B,A,A,A,C,C,B,B,B,A,C,A,A,D,D,D,A,A,B,D,A,D,D,B,C,B,C,D,B,D,A,A
2481,D,B,C,D,B,C,C,C,D,C,D,D,B,C,C,D,C,C,B,A,B,C,D,B,A,A,C,D,D,C,C,A,D,C,A,D,A,C,D,C,C,C,D,D,B,B,D,D,C,A,D,A,C,D,D,D,B
2482,C,C,B,B,C,B,D,A,D,B,A,A,B,B,B,C,B,D,B,B,A,D,D,B,C,B,B,C,B,C,A,B,B,A,C,A,D,D,B,C,C,C,B,C,C,A,C,C,B,C,B,A,B,C,C,B,A
2483,B,D,C,D,B,D,A,A,A,B,B,A,B,D,A,B,C,D,C,D,D,D,B,C,A,D,D,C,D,C,C,B,B,D,C,B,B,D,A,D,D,C,B,C,B,D,D,C,C,C,B,C,A,D,D,A,A
2484,C,C,A,B,C,B,A,D,A,A,C,B,D,C,C,C,D,D,D,A,C,D,A,A,A,A,A,C,B,D,B,A,D,D,B,A,D,C,A,B,A,D,B,A,C,A,A,B,C,C,D,D,B,D,A,B,B
2485,D,D,C,A,D,C,D,C,D,D,C,A,D,A,C,D,B,A,A,A,C,A,D,C,B,B,B,B,D,C,C,D,A,B,D,B,C,C,D,A,A,D,D,D,D,C,A,C,D,C,A,D,D,B,B,C,D
2486,D,A,A,C,D,D,C,D,A,D,D,C,B,D,B,B,A,C,D,C,D,B,C,D,B,B,B,D,A,A,C,A,A,D,A,A,B,D,D,A,C,C,D,C,D,B,C,C,D,B,D,A,D,A,C,A,A
2487,A,D,B,A,A,C,A,B,B,A,B,A,C,D,B,C,A,B,D,A,A,D,A,A,C,C,D,A,B,B,C,B,B,A,D,D,C,A,A,B,B,A,A,A,A,B,D,A,D,B,C,B,D,D,B,D,C
2488,C,C,A,B,D,D,B,C,B,D,B,D,C,D,A,B,C,B,B,D,D,D,A,A,D,D,D,D,B,C,C,B,B,D,D,D,B,C,D,B,A,B,C,B,C,A,B,C,A,A,D,C,B,A,B,B,D
2489,D,A,A,D,A,D,A,C,D,B,B,A,A,D,D,D,B,C,D,B,A,B,D,A,B,B,D,A,A,A,D,D,B,D,D,A,B,C,A,A,B,C,B,D,C,B,C,C,C,C,D,A,B,C,A,A,C
2490,C,D,C,C,B,B,B,A,D,C,D,D,A,B,D,D,D,C,D,B,D,D,A,C,A,C,C,D,B,C,B,B,D,D,A,C,B,B,C,B,B,A,A,D,A,D,B,A,D,B,A,C,D,D,B,A,D
2491,B,A,A,A,B,B,B,D,A,C,C,D,B,C,C,B,A,A,A,C,C,A,B,A,D,C,A,D,B,A,A,A,D,D,A,B,A,D,D,A,B,A,A,D,A,D,D,A,B,A,B,C,A,B,D,B,B
2492,C,D,C,D,A,A,C,D,D,A,A,D,B,D,A,D,B,B,B,C,B,D,A,C,B,D,A,A,C,A,A,D,A,D,B,B,A,A,D,B,B,C,B,A,C,A,B,A,C,D,B,A,A,A,C,D,C
2493,D,D,C,C,A,D,C,D,D,C,D,B,A,D,A,C,C,D,A,B,D,D,C,B,B,A,A,B,C,A,D,B,D,C,D,A,B,D,A,D,A,D,A,A,D,A,B,D,D,C,A,C,D,B,C,C,A
2494,B,C,B,D,B,A,A,D,D,C,A,D,A,C,C,D,A,D,A,D,B,D,C,B,C,B,D,C,A,C,C,C,D,C,A,A,A,D,D,A,B,B,A,A,A,B,C,D,D,B,C,B,D,D,D,A,C
2495,C,C,C,C,C,D,D,D,D,D,C,C,D,D,C,B,C,A,A,B,C,A,D,B,A,C,A,A,D,A,A,C,C,B,D,D,C,B,B,B,C,A,D,D,D,B,A,A,A,D,A,D,A,C,D,A,A
2496,D,D,B,B,B,D,D,D,B,A,D,A,B,C,D,D,D,C,B,C,C,A,C,D,B,A,D,A,C,C,C,B,C,B,B,C,A,D,D,D,C,B,C,A,D,A,B,D,A,D,D,A,B,A,B,B,A
2497,B,C,D,C,A,B,C,B,D,A,C,B,A,D,D,A,C,C,B,B,D,D,D,A,D,D,D,A,D,B,C,D,A,D,D,A,B,D,D,A,A,A,D,C,A,C,C,C,A,D,A,A,A,A,A,A,A
2498,B,D,C,A,B,D,D,A,C,D,D,D,A,A,C,B,C,C,B,C,C,B,B,D,B,B,D,A,B,B,B,D,A,A,C,B,D,A,B,D,B,C,B,A,A,D,D,C,C,B,A,B,B,C,C,A,A
2499,C,A,A,B,A,A,C,D,D,C,B,C,B,A,D,B,B,B,C,C,A,B,A,C,C,B,A,A,C,D,A,D,C,A,C,B,B,D,C,B,C,B,B,C,B,A,C,D,B,A,D,D,D,D,C,D,D
2500,D,B,D,A,B,B,A,C,D,A,D,B,C,D,B,A,D,D,B,A,C,D,B,C,D,B,C,C,D,A,C,C,A,D,C,C,C,D,A,B,D,A,D,D,D,D,C,B,D,D,D,D,B,D,C,C,A
2501,D,A,A,D,D,D,D,C,D,D,B,B,C,C,C,D,A,B,C,B,D,B,B,B,D,C,A,D,A,A,C,C,D,C,A,D,D,D,B,B,C,D,B,D,A,B,D,D,A,D,C,D,B,C,A,C,D
2502,A,A,A,C,C,C,C,D,B,B,A,A,D,D,D,A,C,C,A,A,A,D,D,C,D,D,A,C,B,D,D,B,D,B,B,C,B,B,D,C,D,D,C,A,B,B,B,A,C,D,C,C,D,C,C,B,C
2503,D,A,C,C,B,D,A,B,A,B,D,B,D,D,D,A,A,B,D,B,D,A,A,D,B,C,B,B,A,D,A,B,B,B,B,A,D,B,C,A,B,C,B,D,C,C,D,C,C,C,A,C,D,B,B,C,A
2504,A,B,A,A,A,C,C,A,B,B,B,B,C,C,C,A,D,D,A,C,C,D,B,A,C,A,A,B,A,A,A,C,D,D,D,D,B,D,C,B,D,D,D,B,B,D,B,B,D,C,C,B,C,A,A,D,C
2505,D,B,D,B,B,A,A,A,B,B,A,A,D,A,D,A,B,D,B,C,B,C,D,A,B,B,C,A,D,C,C,D,C,C,C,D,B,B,C,C,D,B,D,D,B,A,C,D,B,C,D,C,A,C,B,C,A
2506,D,B,A,A,B,B,D,A,D,D,C,B,A,A,C,A,D,C,C,B,A,A,B,D,D,A,D,D,A,C,A,C,C,D,B,D,C,C,B,B,A,A,D,A,B,B,A,B,B,D,C,A,D,C,D,A,B
2507,B,D,C,C,C,D,B,D,A,C,C,D,A,A,C,D,A,D,B,A,A,C,B,C,B,B,B,A,A,D,D,C,C,A,D,B,B,A,D,B,D,C,B,C,C,B,C,B,A,C,C,C,D,C,B,D,D
2508,B,C,B,C,A,B,A,B,A,D,D,D,B,B,A,C,B,C,A,A,A,B,A,B,D,C,C,B,C,A,C,A,C,D,A,D,B,B,B,C,D,D,A,A,D,C,C,B,C,D,B,D,A,A,C,B,B
2509,A,B,A,A,C,B,C,C,D,D,C,C,D,B,A,C,B,D,B,A,D,B,A,D,D,A,A,B,D,B,B,C,C,D,C,A,D,C,C,A,B,C,A,C,C,D,B,A,D,C,A,A,A,A,B,B,A
2510,C,B,C,A,D,C,B,A,A,D,D,C,C,D,B,C,D,B,C,A,A,A,C,A,B,B,D,C,A,A,D,D,D,B,A,B,A,D,B,A,B,A,A,B,D,C,A,A,D,B,D,A,D,B,C,C,C
2511,B,C,B,D,B,C,A,A,D,C,A,C,C,A,D,D,D,D,D,D,C,A,A,A,A,C,D,C,A,D,C,C,D,C,A,B,C,D,B,D,D,A,D,B,C,B,C,D,D,C,B,D,A,C,A,A,B
2512,A,B,D,C,A,A,A,A,C,B,B,D,B,B,B,C,C,A,A,D,D,D,C,B,D,A,C,C,C,A,B,A,C,D,B,A,D,A,C,D,A,B,D,D,B,A,C,D,A,D,D,C,B,B,D,C,D
2513,C,C,B,B,C,C,C,B,D,A,C,C,C,D,B,D,D,D,A,A,B,D,B,B,B,D,D,D,B,A,B,D,C,A,A,A,C,D,A,D,A,B,D,B,D,B,A,A,D,A,D,D,B,C,C,B,B
2514,A,C,D,D,B,D,C,C,B,A,C,C,A,A,A,C,C,C,D,B,D,B,A,A,B,D,A,C,B,D,B,C,B,D,C,A,A,C,D,D,A,A,D,C,B,D,D,B,D,D,C,C,D,A,C,B,C
2515,A,D,A,C,C,C,D,B,C,C,C,C,D,C,A,C,A,A,B,D,B,B,C,D,D,A,D,D,D,C,B,D,A,A,B,A,A,D,C,B,A,C,C,D,B,B,C,C,D,C,D,A,A,B,B,D,A
2516,A,B,B,D,A,A,A,C,D,C,D,A,A,A,D,C,C,D,C,B,A,B,B,B,D,A,D,B,D,C,B,D,C,A,D,B,B,D,D,B,C,B,C,B,D,B,A,A,B,C,B,A,A,B,C,D,B
2517,C,D,A,A,C,A,D,C,D,A,D,D,C,B,D,A,C,D,B,D,D,C,D,D,C,A,C,C,C,C,D,A,C,B,C,B,D,A,C,D,C,B,C,D,D,C,D,C,A,C,B,A,D,D,B,C,A
2518,B,A,B,D,D,D,A,D,A,D,C,A,A,C,A,A,A,A,C,A,A,B,A,A,B,B,D,D,C,B,A,C,B,A,C,B,D,B,B,B,B,A,D,B,C,B,D,A,C,A,D,D,D,C,A,C,C
2519,C,D,B,A,B,B,D,C,D,D,B,A,B,A,D,C,C,A,B,C,D,C,D,C,D,B,C,B,B,D,A,B,D,B,D,C,A,C,C,A,D,D,A,A,A,D,C,B,C,C,D,B,B,B,D,D,A
2520,D,B,D,A,C,A,A,C,D,D,A,B,A,B,C,C,B,D,B,A,D,B,A,A,A,A,B,C,C,A,A,C,C,D,D,C,D,B,B,B,D,C,A,C,C,D,A,C,B,B,A,C,C,B,D,B,C
2521,A,A,C,B,B,A,C,B,C,D,C,A,D,C,A,D,B,B,B,B,B,D,D,C,C,A,A,D,B,D,C,B,B,C,B,C,D,D,D,A,A,C,B,A,A,B,D,B,A,C,C,B,D,B,C,B,C
2522,B,A,C,A,B,C,C,D,A,A,C,D,D,B,C,D,A,B,B,B,C,C,B,C,B,A,D,B,C,C,D,A,D,A,B,D,D,B,B,B,D,D,B,D,A,B,C,C,A,B,D,A,A,B,B,D,C
2523,A,B,A,A,D,D,B,D,B,A,D,C,D,C,B,A,D,A,D,C,D,B,D,A,D,D,D,D,A,B,D,C,D,B,D,C,A,A,A,D,C,B,A,D,D,C,A,C,C,D,C,D,B,B,D,A,D
2524,C,C,D,D,C,B,B,D,B,D,C,D,A,D,B,D,B,C,A,D,C,A,A,B,C,C,A,D,D,C,C,D,B,B,C,D,D,A,B,D,B,B,A,A,A,C,A,A,B,C,B,A,C,A,A,A,D
2525,D,D,B,B,A,C,C,D,B,B,D,D,D,D,C,D,A,A,D,A,A,B,D,B,A,D,B,A,D,D,B,C,C,A,A,B,A,C,B,C,D,D,B,A,A,D,A,D,C,A,C,B,D,A,A,A,A
2526,D,B,A,C,B,A,B,A,A,C,B,D,B,B,C,B,D,C,C,D,B,A,C,B,B,D,D,C,C,C,C,A,C,D,A,B,B,B,A,B,B,D,C,D,B,B,A,D,A,A,C,A,B,C,C,D,C
2527,C,C,A,A,D,A,D,D,A,A,C,C,C,A,B,C,B,A,A,C,B,B,D,A,C,D,A,A,A,C,D,C,C,D,B,D,D,A,C,A,C,B,C,A,C,B,C,A,A,D,A,A,D,C,A,C,A
2528,C,B,A,A,B,A,B,B,B,D,D,A,C,C,C,A,D,A,B,C,C,D,D,B,A,B,B,C,D,C,B,B,B,A,A,C,D,D,D,C,C,B,C,C,D,D,D,D,D,A,B,C,C,B,A,D,C
2529,D,B,A,C,D,A,B,D,C,A,C,C,C,B,D,A,D,A,B,A,C,A,D,C,D,A,B,B,A,D,B,B,A,B,B,C,C,B,D,B,A,C,D,A,C,C,A,A,D,C,B,A,D,A,A,D,A
2530,A,B,B,B,B,C,C,B,D,B,B,B,B,B,D,C,B,B,A,D,A,A,A,C,B,B,A,C,C,A,D,C,C,B,A,A,D,C,B,C,A,A,C,D,A,B,A,C,B,B,B,B,B,A,A,A,D
2531,C,A,A,B,D,A,D,C,C,A,C,B,D,C,A,C,D,C,A,B,D,B,A,D,A,B,C,A,A,B,D,A,D,A,C,B,C,D,A,B,C,D,A,A,C,A,C,C,C,D,C,D,D,A,A,B,B
2532,D,C,A,A,A,B,B,D,D,D,C,B,A,D,B,B,B,A,A,B,C,C,C,D,A,C,B,D,D,A,B,A,C,B,B,D,C,B,B,C,C,C,A,C,D,C,D,B,B,C,B,A,B,C,C,B,A
2533,A,C,A,B,C,B,C,C,B,C,A,A,C,D,D,A,C,C,A,A,D,D,B,C,D,C,C,D,A,A,D,B,A,D,D,B,D,A,B,A,B,D,C,C,C,A,A,C,C,C,D,A,D,B,B,C,B
2534,D,C,B,B,A,A,D,C,B,D,D,B,D,C,A,C,B,B,C,B,D,C,B,A,A,C,A,B,C,A,B,C,B,A,B,A,C,C,B,C,C,C,B,A,C,B,A,B,D,C,A,C,D,B,C,C,A
2535,D,A,B,C,D,C,D,C,B,C,A,B,B,B,A,B,B,A,C,B,C,A,B,A,A,A,A,C,A,A,B,C,D,B,A,A,A,B,B,B,B,A,A,A,C,D,C,A,B,B,A,C,C,A,B,B,A
2536,A,A,C,C,B,B,B,A,B,C,C,D,B,D,C,B,A,A,C,A,D,C,D,B,C,C,D,D,C,D,B,B,D,B,C,A,D,B,A,C,D,A,B,D,D,A,A,B,B,C,D,D,B,D,D,A,A
2537,C,B,A,B,D,A,C,C,C,A,D,D,C,B,B,C,B,D,A,D,A,D,C,A,C,A,B,C,D,B,B,D,D,B,A,B,D,A,D,D,C,D,B,A,A,B,B,A,C,B,B,D,B,D,C,A,D
2538,C,D,C,B,B,D,A,A,C,B,D,D,D,D,A,A,D,B,A,C,C,A,C,A,C,B,B,B,B,B,A,B,A,A,D,C,D,C,A,B,D,A,C,C,D,C,D,D,D,A,B,A,B,C,D,C,D
2539,A,D,C,C,B,C,C,B,D,C,B,C,B,A,B,D,D,B,D,D,A,A,B,D,B,C,C,B,C,B,B,D,B,B,D,C,A,A,D,D,D,A,D,B,A,C,B,A,D,D,C,C,D,C,B,D,B
2540,A,A,B,C,A,C,C,C,D,B,B,C,C,B,C,A,A,D,B,B,B,B,B,C,A,D,B,A,B,A,A,A,A,D,B,D,D,B,D,B,A,C,A,C,D,A,A,A,B,D,B,D,D,C,B,C,A
2541,B,B,B,C,A,D,B,A,A,C,A,C,B,A,B,B,D,A,A,D,A,D,D,B,C,D,C,D,D,A,C,C,A,C,A,B,D,C,B,B,B,A,C,C,C,D,C,C,D,C,C,D,D,C,D,A,A
2542,A,B,B,D,D,A,B,B,D,A,B,B,C,A,B,B,C,C,A,D,D,A,D,D,D,D,C,B,D,B,D,A,B,C,B,A,B,C,B,D,B,D,A,B,C,B,D,B,A,D,C,A,A,A,B,A,C
2543,A,C,A,D,A,D,A,A,B,C,D,C,C,B,C,B,A,B,A,D,D,C,D,C,A,D,A,B,C,D,A,C,B,B,C,A,A,C,B,A,A,B,D,A,B,B,C,C,B,B,A,A,C,D,A,C,B
2544,C,A,C,B,D,B,D,A,C,D,B,C,C,C,D,C,D,B,A,B,B,A,D,A,A,C,D,C,B,B,C,D,B,A,B,D,C,D,D,C,D,B,A,D,A,A,D,C,B,A,A,D,A,D,D,B,D
2545,A,C,D,A,C,C,A,C,B,C,C,B,B,A,A,B,C,B,D,D,C,B,A,D,B,D,D,D,C,B,B,D,D,D,D,D,A,A,D,D,A,C,C,A,A,C,C,D,D,B,C,B,A,D,D,A,D
2546,B,C,B,B,A,A,A,A,C,A,D,B,B,D,D,A,C,A,D,D,B,D,D,B,B,A,C,B,C,C,B,A,B,A,C,D,D,C,C,A,D,D,A,A,C,D,A,C,C,D,B,A,B,B,D,C,B
2547,D,B,A,C,B,C,D,C,D,C,D,D,B,C,C,D,C,D,B,A,D,C,C,B,C,B,B,C,A,D,A,D,D,A,A,B,A,A,B,A,D,B,A,B,C,C,A,C,A,A,D,C,D,A,D,C,A
2548,D,B,A,C,D,C,A,D,C,C,B,A,B,D,D,B,C,A,A,A,C,D,D,D,A,D,A,A,D,A,A,D,B,B,A,B,B,C,A,B,D,A,A,C,D,B,B,D,A,D,C,B,B,A,B,A,B
2549,D,A,A,C,C,B,B,B,C,B,D,D,B,D,D,D,B,A,D,D,C,A,D,D,B,A,D,A,A,C,D,D,B,D,A,C,A,C,C,A,D,B,B,A,D,A,B,A,D,C,D,A,A,D,D,B,C
2550,C,C,B,B,C,A,A,A,A,D,B,C,D,C,D,C,D,D,B,D,A,B,D,A,C,B,B,A,B,B,A,B,D,C,D,C,A,A,B,D,D,C,A,D,B,A,D,C,A,B,D,B,A,D,B,C,B
2551,C,B,D,C,C,A,A,D,D,B,A,A,C,C,C,B,A,A,D,B,D,D,D,D,C,C,A,A,A,D,A,C,B,D,A,B,C,C,A,B,C,A,C,B,B,A,D,C,C,A,B,B,D,C,C,A,A
2552,C,D,A,D,D,B,D,D,A,A,D,A,A,B,B,C,D,C,A,A,C,C,B,D,B,D,D,A,A,D,B,C,B,B,A,D,D,D,B,A,B,B,B,B,C,C,A,A,A,C,B,C,D,B,C,A,B
2553,B,D,D,B,B,C,C,D,C,C,D,C,A,C,D,D,A,D,B,B,A,A,C,B,C,B,B,A,A,C,C,C,A,A,D,D,C,D,B,A,B,D,A,B,B,C,B,C,B,A,D,D,D,A,C,B,A
2554,A,C,A,C,C,B,C,C,B,D,D,B,C,A,D,C,B,D,D,D,C,B,A,C,A,C,B,B,B,C,C,D,D,B,D,A,A,B,B,D,C,B,A,D,D,B,C,A,D,B,A,D,B,A,A,C,C
2555,C,C,A,B,B,D,A,C,C,B,A,B,A,B,B,B,A,A,A,C,D,A,C,C,D,A,C,D,A,B,D,D,C,B,A,A,B,B,D,B,C,A,A,C,A,D,B,B,D,D,B,D,A,A,C,A,B
2556,D,A,C,B,A,B,D,B,C,B,D,C,B,D,D,D,A,C,D,B,A,A,A,B,A,A,A,A,D,D,B,D,A,C,D,B,B,C,A,C,A,B,C,D,A,D,A,A,B,B,C,A,C,D,B,A,C
2557,D,A,D,A,B,A,D,D,A,D,D,C,D,C,B,B,B,C,A,D,D,B,D,B,A,A,A,D,B,B,A,D,C,C,A,B,C,B,C,D,A,D,C,C,D,B,C,C,C,B,D,C,C,C,D,C,B
2558,D,B,A,D,D,C,A,D,B,C,B,D,C,C,C,B,D,D,A,B,A,C,B,A,B,B,C,D,C,C,C,D,A,A,D,C,A,D,B,C,B,D,A,D,A,D,B,D,A,B,B,B,C,D,A,A,C
2559,D,B,A,D,D,C,D,C,D,B,D,C,B,C,C,A,D,D,C,D,B,D,C,D,D,D,C,D,D,D,D,A,B,B,D,A,B,A,C,C,D,A,D,C,D,C,D,C,C,C,A,C,B,D,C,B,D
2560,D,C,D,C,C,D,A,B,A,B,B,C,C,D,B,D,B,D,B,B,C,B,C,D,D,B,C,A,A,A,A,B,B,A,C,B,C,D,B,B,C,D,A,C,C,C,C,B,A,B,C,A,A,A,B,C,D
2561,C,B,A,D,B,D,D,A,B,A,D,A,B,C,D,B,C,C,B,A,C,B,C,C,B,C,B,B,D,D,A,B,D,A,C,B,C,C,C,A,C,C,D,B,C,B,B,D,D,B,C,B,C,D,B,A,C
2562,D,C,A,D,C,B,B,A,D,C,A,D,B,C,A,A,C,A,C,C,A,A,B,C,D,D,D,D,C,B,D,D,A,B,B,B,A,D,A,C,C,B,A,B,C,A,B,C,B,D,C,A,A,D,B,B,D
2563,D,D,B,D,D,B,B,B,D,D,B,B,C,B,B,B,A,D,B,C,D,B,C,B,A,D,A,D,C,B,C,B,A,C,D,D,A,A,C,A,C,C,D,D,D,B,C,B,D,D,D,B,D,A,B,A,C
2564,C,D,A,C,C,C,D,B,C,D,B,D,D,B,D,C,C,D,A,B,C,A,B,C,D,D,A,A,D,C,B,C,D,A,D,B,A,C,D,B,B,B,B,D,B,C,C,A,D,A,C,B,A,A,D,B,D
2565,A,B,D,C,C,D,C,A,B,C,C,D,D,C,A,A,B,B,C,D,D,B,D,A,B,D,A,C,C,A,A,B,B,C,D,C,B,B,B,C,D,C,C,B,A,A,D,B,D,D,D,C,A,C,A,D,B
2566,D,C,D,C,D,A,A,A,B,C,D,C,B,C,A,A,B,A,A,C,C,A,C,C,B,B,C,D,B,C,C,C,B,A,D,B,C,A,B,C,B,B,D,B,D,B,C,D,D,D,D,B,A,B,A,D,B
2567,B,B,D,D,C,D,B,B,D,C,A,B,C,A,C,D,C,B,C,B,C,D,A,D,B,B,B,C,B,A,D,D,D,B,B,D,A,C,C,C,B,C,D,D,A,C,D,A,A,A,C,D,A,C,A,C,B
2568,A,A,A,A,A,A,C,D,D,A,A,D,B,A,C,D,A,C,C,A,C,B,D,A,C,D,A,C,B,B,A,D,B,B,A,B,C,D,D,B,D,C,A,D,D,B,B,C,A,A,C,A,D,B,B,A,C
2569,A,C,B,B,A,A,B,D,D,A,B,C,C,B,A,A,B,B,B,D,B,B,A,D,D,A,D,B,B,C,A,A,A,C,D,A,D,A,D,A,C,D,C,C,A,C,A,A,B,D,B,A,D,A,C,A,C
2570,D,B,D,D,C,B,C,D,D,A,A,A,A,D,B,B,B,A,B,D,C,A,C,D,B,A,A,B,D,C,D,C,B,B,D,A,D,D,A,A,B,B,C,C,C,B,B,C,A,B,B,C,B,C,D,A,D
2571,D,D,D,B,A,B,A,D,B,C,D,D,D,B,C,C,D,C,D,C,A,B,D,D,D,B,B,D,D,A,B,D,A,B,C,D,A,C,D,D,D,B,B,B,B,D,C,C,B,A,A,B,D,C,D,D,C
2572,B,D,C,B,C,C,B,D,B,A,C,C,C,B,B,D,A,C,A,C,A,D,C,A,A,A,C,D,B,A,C,B,B,D,B,B,C,A,B,C,C,D,C,B,B,D,A,C,B,B,D,D,B,A,B,B,A
2573,A,B,D,C,B,C,D,C,A,A,D,B,C,B,A,A,C,B,A,A,D,B,B,C,D,C,B,D,D,B,D,D,D,B,B,C,C,D,C,C,C,B,A,A,B,D,A,C,C,A,B,D,A,A,A,D,A
2574,B,B,A,A,B,A,B,C,D,A,A,C,C,B,A,B,C,A,B,D,D,B,D,D,D,D,B,A,D,C,B,B,B,C,C,A,A,B,B,D,C,B,D,B,B,C,D,B,D,A,A,B,C,A,D,B,B
2575,A,B,B,C,C,A,B,D,D,D,B,B,C,C,A,B,D,A,A,A,B,B,B,B,A,C,A,A,B,B,C,B,B,D,D,A,D,A,D,C,B,C,D,D,C,C,C,B,C,C,C,A,A,D,A,B,A
2576,A,D,C,D,A,B,C,A,C,B,D,B,D,A,D,A,C,D,B,B,D,C,A,B,D,A,D,A,A,B,C,C,D,C,C,A,C,D,C,B,B,C,D,C,D,A,C,C,A,C,C,D,B,D,B,B,A
2577,D,C,C,D,B,C,A,A,D,B,D,A,D,D,C,B,D,C,C,D,B,C,C,C,C,D,B,B,D,C,B,B,B,B,A,D,D,D,A,B,D,C,C,B,D,D,C,A,A,B,C,B,B,D,C,A,C
2578,C,D,A,D,A,D,C,A,C,B,D,B,B,C,B,B,B,A,D,D,D,B,A,A,D,C,B,C,B,A,D,B,C,C,D,C,B,C,D,C,C,D,C,C,B,D,A,A,B,D,C,D,B,B,D,D,C
2579,C,B,C,B,D,B,D,C,D,A,B,A,A,A,B,B,D,D,A,B,C,A,B,D,A,A,C,C,A,A,C,D,A,D,A,C,C,A,D,A,C,D,C,B,B,B,A,B,B,B,C,B,D,A,B,B,B
2580,D,C,B,B,C,A,C,A,A,A,B,C,C,D,A,C,D,C,D,B,C,D,B,B,A,B,C,D,C,A,A,A,B,C,D,D,B,B,B,C,C,B,C,D,A,A,A,A,B,C,B,C,D,C,C,B,A
2581,B,B,A,C,D,B,B,B,A,D,C,D,D,D,A,B,C,C,A,B,C,B,B,A,C,B,D,A,C,D,B,D,B,B,D,D,C,B,B,B,B,A,C,A,B,B,B,B,B,D,D,D,A,A,B,D,B
2582,C,B,C,B,B,A,C,D,A,C,C,A,A,D,C,A,C,A,B,B,C,D,A,C,D,C,C,D,C,A,D,A,C,B,B,A,C,B,C,A,C,B,C,C,B,A,D,D,B,A,D,D,A,C,A,D,A
2583,B,C,A,B,B,D,A,D,A,B,D,C,C,C,A,C,D,B,A,B,C,B,D,C,B,A,B,A,A,B,A,B,A,C,D,C,B,D,D,D,B,B,D,A,A,D,C,B,C,A,D,A,D,B,B,B,B
2584,A,C,A,C,C,C,C,D,C,B,D,B,A,D,B,C,A,C,C,D,A,D,A,B,C,A,C,B,B,A,D,B,B,B,B,B,C,D,A,C,A,C,B,A,A,B,D,D,D,D,D,D,C,C,D,A,C
